,name_google,name_foursquare,ratio_name,address_google,address_foursquare,ratio_address
8166,Justin's Pizza,Pizza Pizza,95,"840 River Avenue, The Bronx",Between 39th and 40th street on 13th Avenue,86
8167,Bullpen Deli,Deli,90,"66 East 161 Street, The Bronx",Street,90
8168,Sun Flower,Sun Shine Restaurant,86,"900 Gerard Avenue, The Bronx",900 Gerard Ave,90
8169,Eating Tree,Plum Tree restaurant & catering,86,"892 Gerard Avenue, The Bronx",892 Gerard Ave,90
8170,Meiya Kitchen,Halal Chinese Kitchen,86,"858 Gerard Avenue, The Bronx",Between 39th and 40th street on 13th Avenue,86
8171,Lechonera Pollo Sabroso,Pollo Sabroso,90,"850 Gerard Avenue, The Bronx",Between 39th and 40th street on 13th Avenue,86
8172,Flavas International Grill,National,90,"854 Gerard Avenue, The Bronx",Between 39th and 40th street on 13th Avenue,86
8173,Molino Rojo Restaurant,Restaurant,90,"101 East 161 Street, The Bronx",Street,90
8174,Lillys Cafe,Stars Cafe & Restaurant,86,"53 East 167th Street, The Bronx",167th St.,90
8175,Dragon Concourse,Dragon Chinese Restaurant,86,"74 East 167th Street, The Bronx",167th St.,90
8176,Giovanni's Pizza,Giovanni's Pizza,100,"76 East 167th Street, The Bronx",167th St.,90
8177,Corner Style,Roti Corner Restaurant,86,"1195 Walton Avenue, The Bronx",311 Avenue X,86
8178,"Jamaican & American, Inc Restaurant",Restaurant,90,"Walton Avenue, The Bronx",Between 39th and 40th street on 13th Avenue,86
8179,Kennedy's,Kennedy's,100,"1218 Walton Avenue, The Bronx",311 Avenue X,86
8180,Mi Pueblito,Mi Barrio Taqueria Restaurant,86,"111 East 167th Street, The Bronx",167th St.,90
8181,Tony’s Billiard Cafe,Theresa's Polish American Restaurant,86,"185 East 167th Street, The Bronx",167th St.,90
8182,Bar In Control,El Morro Restaurant & Bar,86,"1215 Grand Concourse, The Bronx",Grand Concourse,90
8183,167 Street Pizza,Pizza Pizza,95,"190 East 167th Street, The Bronx",167th St.,90
8184,Tai Wah,Fuh Wah Restaurant,86,"202 East 167th Street, The Bronx",167th St.,90
8185,Happy Dragon,Happy Family Restaurant,86,"1279 Walton Avenue, The Bronx",311 Avenue X,86
8186,Taqueria Rodriguez 2,Masala 2 Wok,86,"1152 Sheridan Avenue, The Bronx",311 Avenue X,86
8187,At The Wallace,AT&T,90,"3612 Broadway, New York","New York, New York",95
8188,Sita Thai,Mekong Thai & Vietnamese Restaurant,86,"3609 Broadway, New York","New York, New York",95
8189,The Handpulled Noodle,The Loft BKNY Restaurant & Lounge,86,"3600 Broadway, New York","New York, New York",95
8190,Jumbos Pizza Coffee Shop,Jumbo Pizza Coffee Shop,98,"3594 Broadway, New York","New York, New York",95
8191,Broadway Wholesome Food & Beer Garden,Pizza Garden,86,"3578 Broadway, New York","New York, New York",95
8192,La Fiesta,La Fiesta Restaurant,90,"3789 Broadway, New York","New York, New York",95
8193,El Patio Mexicano,Patio,90,"3764 Broadway, New York","New York, New York",95
8194,Oriental,Oriental Restaurant,90,"3774 Broadway, New York","New York, New York",95
8195,Hilltop Park Alehouse,The Restaurant At 432 Park Avenue,86,"3821 Broadway, New York","New York, New York",95
8196,O Y B DELI GROCERI CORP,Deli,90,"559 west 158 streed ENTRE, BROADWAY ANSTERDAND, New York",New York,90
8197,Dylan's Delicious Deli Grocery,Deli Grocery,90,"900 Riverside Drive # 1, New York",New York,90
8198,Guadalupana Mexican Restaurant,Guadalupana Mexican Restaurant,100,"3829 Broadway, New York","New York, New York",95
8199,Sugar Kitchen And Bar,Ambrosia Italian and Albanian Restaurant,86,"500 West 145th Street, New York",45th street,90
8200,One Stop Patty Shop,Number One Chinese Restaurant,86,"1708 Amsterdam Avenue, New York",Amsterdam avenue,90
8201,Kim Tong,Very Tong Seafood Restaurant,86,"4645, 1722 Amsterdam Avenue # 145, New York",Amsterdam avenue,90
8202,Jesus Taco,Mister Taco Mexican Restaurant,86,"501 West 145th Street, New York",501 West 145th Street,95
8203,Las Carisias Restaurant,Restaurant,90,"1693 Amsterdam Avenue, New York",Amsterdam avenue,90
8204,Chopped Parsley,IHOP,68,"500 West 146th Street, New York",New York,90
8205,Wats On Your Plate,620 on Caton Pizzeria and Restaurant,86,"513 West 145th Street, New York",45th street,90
8206,Village Chicken & Burger,Hibiscus Restaurant and Bar - Queens Village,86,"1739 Amsterdam Avenue, New York",Amsterdam avenue,90
8207,L'Artista Italian kitchen Bar,Ming Hing Kitchen,86,"142 Hamilton Place, New York",New York,90
8208,Ecuatoriana,Ecuatoriana,100,"1685 Amsterdam Avenue, New York",Amsterdam avenue,90
8209,P & M Classic Pizza and Restaurant,pizza and restaurant,90,"1747 Amsterdam Avenue, New York",Amsterdam avenue,90
8210,Maria Piadina,Maria's Pizzeria & Restaurant,86,"128 Hamilton Place, New York",New York,90
8211,Brisa Dominicana,Laflor Dominicana Restaurant,86,"1764 Amsterdam Avenue, New York",Amsterdam avenue,90
8212,River Thai & Beyond,Mekong Thai & Vietnamese Restaurant,86,"1766 Amsterdam Avenue, New York",Amsterdam avenue,90
8213,Sugar Hill Cafe,Stars Cafe & Restaurant,86,"410 West 145th Street b1, New York",45th street,90
8214,Mumbai Masala,Tikka Masala Restaurant,86,"1768 Amsterdam Avenue, New York",Amsterdam avenue,90
8215,Golden Wok,Wok Wok,95,"1770 Amsterdam Avenue #1, New York",Amsterdam avenue,90
8216,Sing Wah Kitchen,Sing Wah Sing,95,"3575 Broadway, New York","New York, New York",95
8217,Tacos Azteca Food Truck,Food Truck,90,"3568 Broadway, New York","New York, New York",95
8218,Mamasushi,Kodama Sushi,76,"3569 Broadway, New York","New York, New York",95
8219,Island Bites,Mike's Island Grill Restaurant,86,"2107 1st Avenue, New York","New York, New York",95
8220,Ollin,Famous Pollio Restaurant,72,"339 East 108th Street, New York",New York,90
8221,Mr Chow,Mr Triunfel Restaurant,86,"324 East 57th Street, New York",New York,90
8222,Dai Hachi Sushi,Ginpachi Sushi Restaurant,86,"1074 2nd Avenue, New York","New York, New York",95
8223,Margari Pizza,Pizza Pizza,95,"1072 2nd Avenue, New York","New York, New York",95
8224,Paname,Paname,100,"1068 2nd Avenue, New York","New York, New York",95
8225,The Shadmoor,The Golden Glass Restaurant,86,"1066 2nd Avenue, The Shadmoor",2nd Ave,90
8226,Pita Grill,Pasha Pizza Pita Grill,90,"1083 2nd Avenue, New York","New York, New York",95
8227,Boilery,Olea,68,"1047A 2nd Avenue, New York","New York, New York",95
8228,The Juicy Seafood,Sea,90,"1047A 2nd Avenue, New York","New York, New York",95
8229,Grand Sichuan Eastern,Nano Grand Sweets and Restaurant,86,"1049 2nd Avenue, New York","New York, New York",95
8230,Kurant,403 Restaurant,75,"1091 2nd Avenue, New York","New York, New York",95
8231,UN,Kam Hung,90,"875 1st Avenue, New York","New York, New York",95
8232,Copinette,Print,72,"891 1st Avenue, New York","New York, New York",95
8233,IL Postino,Il Miglio Pizza & Italian Restaurant,86,"337 East 49th Street A, New York",New York,90
8234,TsuKuShi,Matsu Sushi,74,"357 East 50th Street, New York",New York,90
8235,Ali Baba,Ali Baba Turkish Cuisine,90,"862 2nd Avenue, New York","New York, New York",95
8236,Deux Amis,Camilos Deli and Grocery,67,"356 East 51st Street, New York",New York,90
8237,Yaso - Midtown East,East Ocean Seafood Restaurant,86,"220 East 42nd Street, New York",New York,90
8238,HARD ROCK CAFE RESTARANT,Star,90,"225 East 41st Street, New York",New York,90
8239,Pietros,Pietro's,93,"232 East 43rd Street, New York",New York,90
8240,Sakura of Japan,Sakura,90,"819 2nd Avenue, New York","New York, New York",95
8241,MIGHTY Bowl,Campus Sugar Bowl Restaurant,86,"817 2nd Avenue, New York","New York, New York",95
8242,Fresco Tortillas,Fresh Tortillas (Tex-Mex Express) & Japanese Restaurant,86,"819 2nd Avenue, New York","New York, New York",95
8243,Sushi Time,Ginpachi Sushi Restaurant,86,"821 2nd Avenue, New York","New York, New York",95
8244,Alcala,Paulala Restaurant,75,"246 East 44th Street, New York",New York,90
8245,Osteria Laguna,Osteria Laguna,100,"209 East 42nd Street, New York",New York,90
8246,Tsushima,Roy's Fish and Sushi Market,79,"210 East 44th Street, New York",New York,90
8247,Bento Sushi,Ginpachi Sushi Restaurant,86,"685 3rd Avenue, New York","New York, New York",95
8248,Overlook,Overlook,100,"225 East 44th Street, New York",New York,90
8249,Pickler & Co,Hyco Restaurant Supply Co,86,"216 East 45th Street, New York",45th street,90
8250,Sushi Yasuda,Ginpachi Sushi Restaurant,86,"204 East 43rd Street, New York",New York,90
8251,Fantastic Pizza,Pizza Pizza,95,"700 3rd Avenue, New York","New York, New York",95
8252,Bow Ramen,ACME,68,"212 East 45th Street, New York",45th street,90
8253,Slice Pizza,Pizza Pizza,95,"700 3rd Avenue, New York","New York, New York",95
8254,Zaika New York,New Fulin Kwok Seafood Restaurant,86,"230 East 44th Street, New York",New York,90
8255,Cafe Hestia J&J,Stars Cafe & Restaurant,86,"686 3rd Avenue #2, New York",New York,90
8256,Amaze Asian Fusion Cuisine,Annie Chan's Japanese Cuisine Restaurant,86,"694 3rd Avenue, New York","New York, New York",95
8257,Chick-N-Teriyaki,All Refrigeration 'N Restaurant Equipment,86,"Inside Cafe at Deli, 162 East 44th Street, New York",New York,90
8258,INDAY,Xing hui linda,80,"708 3rd Avenue, New York","New York, New York",95
8259,NY Express Halal Food,Express Halal Food,95,"201 East 45th Street, New York",45th street,90
8260,The Grill at tasty cafe,AT&T,90,"162 East 44th Street, New York",New York,90
8261,Hot & Tasty Cafe,Cafe 47,86,"162 East 44th Street, New York",New York,90
8262,Wok to Walk,King Wok Chinese Restaurant,86,"684 3rd Avenue, New York","New York, New York",95
8263,Bagels and Co,Ghoroa Sweets and Restaurant,86,"1428 York Avenue, New York","New York, New York",95
8264,Chez les Frenchies,Les Ambassades Bar & Restaurant,86,"501 East 75th Street, New York",East 75th street,90
8265,Cafe York,Stars Cafe & Restaurant,86,"1384 York Avenue, New York","New York, New York",95
8266,Tanoshi Sushi Sake Bar,Tanoshi Sushi,90,"1372 York Avenue, New York","New York, New York",95
8267,Tanoshi Bento,Benno,72,"1372 York Avenue, New York","New York, New York",95
8268,The Alvin Public House,Public House,90,"406 East 64th Street, New York",St 6,90
8269,Angkor Cambodian Bistro,IKEA Bistro,86,"408 East 64th Street, New York",St 6,90
8270,Sophie's Cuban Cuisine,Sophie's Cuban Cuisine,100,"401 East 68th Street, New York",St 6,90
8271,Felice 64,Li Li,86,"1166 1st Avenue, New York","New York, New York",95
8272,Ginger Root Vegan,Ginger Root Vegan Restaurant,90,"1164 1st Avenue, New York","New York, New York",95
8273,Lunetta Pizza,Pizza Pizza,95,"1162 1st Avenue, New York","New York, New York",95
8274,Milk & Hops Ramen Bar,La Kuchara Ecuadorian Restaurant Bar,86,"1159 1st Avenue, New York","New York, New York",95
8275,Moti Mahal Delux,Moti's,86,"1149 1st Avenue, New York","New York, New York",95
8276,Ahana Asian Fusion Cuisine,Annie Chan's Japanese Cuisine Restaurant,86,"1154 1st Avenue, New York","New York, New York",95
8277,Totoya,Totoya,100,"1144 1st Avenue, New York","New York, New York",95
8278,Sushi Seki,Ginpachi Sushi Restaurant,86,"1143 1st Avenue, New York","New York, New York",95
8279,Ravagh,Ravagh Persian Grill,90,"1135 1st Avenue, New York","New York, New York",95
8280,Best Pizza #2,Best Pizza,95,"1140 1st Avenue #2, New York",New York,90
8281,Imli,Imli Urban Indian Food,90,"1136 1st Avenue, New York","New York, New York",95
8282,AREPA,Marea,80,"369 East 62nd Street, New York",St 6,90
8283,Ritz Diner,Diner,90,"1133 1st Avenue, New York","New York, New York",95
8284,Casablanca Grill NYC,Casa,90,"1132e 1st Avenue, New York","New York, New York",95
8285,Space 62 Market,Seafish Market Seafood Restaurant,86,"1130 1st Avenue, New York","New York, New York",95
8286,Farah Newyork,NewYork-Presbyterian - Labor and Delivery,86,"401 East 62nd Street, New York",St 6,90
8287,Little Gem Catering,Little Bandgladesh Restaurant,86,"345 East 62nd Street, New York",St 6,90
8288,Treadwell Park,Evergreen Park Restaurant,86,"1125 1st Avenue, New York","New York, New York",95
8289,Salvo's Pizzabar,Salvo's Pizzabar,100,"1477 York Avenue, New York","New York, New York",95
8290,Hunan Delight Matsuya,Deli,90,"1467 York Avenue, New York","New York, New York",95
8291,Gotham Pizza,Gotham Pizza,100,"1443 York Avenue, New York","New York, New York",95
8292,Yefsi Estiatorio,Torigo,82,"1481 York Avenue, New York","New York, New York",95
8293,Hero Certified Burgers,American Hero,86,"453 East 78th Street, New York",New York,90
8294,Le Moulin à Café,Le Fatima Bar & Grill Restaurant,86,"1439 York Avenue, New York","New York, New York",95
8295,Green Bean Café,Bean & Bean,95,"1413 York Avenue, New York","New York, New York",95
8296,Jones Wood Foundry,Layla Jones,86,"401 East 76th Street, New York",New York,90
8297,Italian Village Pizza,Italian Village Pizzeria,93,"1494 1st Avenue #1, New York",New York,90
8298,Canyon Road,Canyon Road Grill,90,"1470 1st Avenue, New York","New York, New York",95
8299,East Side Bagel & Appetizing,East Far,86,"1496 1st Avenue, New York","New York, New York",95
8300,Momokawa,Kar,60,"1466 1st Avenue, New York","New York, New York",95
8301,Bel-Aire Diner,Diner,90,"31 91 21st Street, Queens",Street,90
8302,Arepas Grill,Golden Krust Caribbean Bakery and Grill,86,"21-19, Broadway",Broadway,90
8303,La Sala,La Strada Pizzeria & Restaurant,86,"32-05 Crescent Street, Queens",Crescent St.,90
8304,Boulis Cafe,Stars Cafe & Restaurant,86,"30-15 31st Avenue, Astoria",1st ave.,90
8305,Salerno Pizza,Pizza Pizza,95,"29-24 30th Avenue, Queens",30th Avenue,90
8306,China buffet,China Gourmet Chinese Restaurant,86,Queens,"207-13 Jamaica Ave, Queens, NY 11428",90
8307,Tastee Corner,Taste,90,"30-20 30th Avenue, Astoria",30th Avenue,90
8308,Athens,Athens Restaurant,90,"30-11 30th Avenue, Long Island City",30th Avenue,90
8309,Petey’s Burger,Theresa's Polish American Restaurant,86,"30-17 30th Avenue, Long Island City",30th Avenue,90
8310,Pita Hot,Hot Pot Jamaican & American Restaurant,86,"25-13 30th Avenue, Astoria",30th Avenue,90
8311,No. 1 Kitchen,No. 1 Kitchen,100,"30-23 30th Avenue, Long Island City",30th Avenue,90
8312,Crescent Kitchen,Crescent Kitchen,100,"2342 30th Avenue, Long Island City",30th Avenue,90
8313,3 Bros 99 Cent Pizza,Pizza,90,"2503 30th Avenue, Astoria",30th Avenue,90
8314,La Flor Vieja Taqueria 🌵,La Roja de Todos Restaurant & Bakery,86,"32-03 31st Avenue, Queens",1st ave.,90
8315,Namaste of Astoria,C&L Of East Ocean Restaurant,86,"31-15 30th Avenue, Astoria",30th Avenue,90
8316,Merzouka Cafe,Stars Cafe & Restaurant,86,"29-14 Crescent Street, Queens",Crescent St.,90
8317,Burger Club,Club Deli Restaurant,86,"32-02 30th Avenue, Astoria",30th Avenue,90
8318,Astoria Pizza,Pizza Pizza,95,"32-04 30th Avenue, Long Island City",30th Avenue,90
8319,Orale!! Tacos!!,Tacos Puebla Restaurant,86,23-23 30th Avenue,30th Avenue,90
8320,Duke Ellington Gourmet Deli,Deli,90,"934 Columbus Avenue, New York",New York,90
8321,Casa Mexicana,Casa,90,"894 Amsterdam Avenue, New York",Amsterdam avenue,90
8322,New Kam Lai,New Kam Lai,100,"890 Amsterdam Avenue, New York",Amsterdam avenue,90
8323,Colosseo Romano,Colosseo Romano Restaurant Pizzeria,90,"886 Amsterdam Avenue, New York",Amsterdam avenue,90
8324,Living Thai Cuisine,Mekong Thai & Vietnamese Restaurant,86,"931 Amsterdam Avenue, New York",Amsterdam avenue,90
8325,Bosino,Bosino Brick Oven Pizza,90,"201 West 103rd Street, New York",New York,90
8326,Grain House,Hunan House Chinese Restaurant,86,"929 Amsterdam Avenue, New York",Amsterdam avenue,90
8327,Mighty Catch,Something Catchy Seafood Restaurant,60,"940 Columbus Avenue, New York",New York,90
8328,Curry King,King Chinese Restaurant,86,"942 Columbus Avenue, New York",New York,90
8329,The Tang,TANG,90,"920 Amsterdam Avenue, New York",Amsterdam avenue,90
8330,125th Pizza of Harlem,Pizza,90,"256 East 125th Street, New York",New York,90
8331,Lechonera La Isla,Lechonera La Isla,100,"254 East 125th Street, New York",New York,90
8332,Tropical Grill,Tropical Grill & Restaurant,90,"2419 2nd Avenue, New York","New York, New York",95
8333,Mott Haven Bar & Grill,Ott,90,"1 Bruckner Boulevard, The Bronx",1 Worlds Fair Marina,86
8334,Charlies Bar & Kitchen,La Kuchara Ecuadorian Restaurant Bar,86,"112 Lincoln Avenue, The Bronx",311 Avenue X,86
8335,Hudson Smokehouse,The Shops & Restaurants at Hudson Yards,86,"37 Bruckner Boulevard, The Bronx",37-10 114th St,86
8336,Ceetay,Century,62,"129 Alexander Avenue, The Bronx",311 Avenue X,86
8337,Beatstro,Bea,90,"135 Alexander Avenue, The Bronx",311 Avenue X,86
8338,Don Pancho's,Theresa's Polish American Restaurant,86,"43 Bruckner Boulevard, The Bronx",729 Bruckner Blvd,86
8339,Hang Chou,Hang Chou,100,"2266 3rd Avenue, New York","New York, New York",95
8340,Big Boyz Burgerz,Big D's Old Harbor Restaurant,86,"2054 Lexington Avenue, New York",New York,90
8341,El Maco,El Morro Restaurant & Bar,86,"1481 Jerome Avenue, The Bronx",311 Avenue X,86
8342,La Estrella,La estrella,100,"1470 Jerome Avenue, The Bronx",1470 Jerome Ave,90
8343,Ningbo Cafe,Stars Cafe & Restaurant,86,"21 South End Avenue, New York",New York,90
8344,Miramar,Miramar Seafood Restaurant,90,"21 South End Avenue, New York",New York,90
8345,Gigino At Wagner Park,Gigino at Wagner Park,100,"20 Battery Place, New York","New York, New York",95
8346,Inatteso Pizzabar,Inatteso Pizzabar Casano,95,"28 West Street, New York","New York, New York",95
8347,Benvenuti Pizzeria,La Strada Pizzeria & Restaurant,86,"235 South End Avenue, New York",New York,90
8348,Treadwell Park,Evergreen Park Restaurant,86,"301 South End Avenue, New York",New York,90
8349,Picasso Pizza,Pizza Pizza,95,"303 South End Avenue, New York",New York,90
8350,Home JJG,Belky's Home Style Cooking Restaurant,86,"225 Rector Place, New York","New York, New York",95
8351,West Bank Gourmet Deli,West Bank Gourmet,95,"21 West Street, New York","New York, New York",95
8352,Suno Sushi,Sumo Sushi,90,"17 Battery Place, New York","New York, New York",95
8353,Sauce & Barrel,ACME,68,"97 Washington Street, New York",New York,90
8354,Bliss Bowl,Bliss restaurant and karaoke,86,"89 Washington Street, New York",New York,90
8355,St. George Tavern,St. John's University Hostel,86,"103 Washington Street, New York",New York,90
8356,El Taquitos Steak House,Tokyo Steak,86,"2511 3rd Avenue, The Bronx",3rd Ave.,90
8357,Monte's Brick Oven,Theresa's Polish American Restaurant,86,"136 Alexander Avenue, The Bronx",311 Avenue X,86
8358,Balimaya,Maya,90,"2535 3rd Avenue, The Bronx",2535 3rd Ave,90
8359,Freshly Made,Made In New York Pizza,86,"2535 3rd Avenue, The Bronx",2535 3rd Ave,90
8360,Bricks & Hops,IHOP,68,"65 Bruckner Boulevard, The Bronx",729 Bruckner Blvd,86
8361,Angies Cafe & Pizza,Pizza,90,"2559 3rd Avenue, The Bronx",3rd Ave.,90
8362,Chung Ching,Chung Ching Restaurant,90,"262 Alexander Avenue, The Bronx",311 Avenue X,86
8363,Jing Xin,Jing Xin Chinese Restaurant,90,"359 East 138th Street #2, The Bronx",38th St,90
8364,Taco Veloz VIP,Mister Taco Mexican Restaurant,86,"359 East 138th Street, The Bronx",38th St,90
8365,Ela Taverna Astoria,Astoria Restaurant Supply Store,86,"26-19 23rd Avenue, Queens",3rd Ave.,90
8366,Sandros Latin Food Restaurant,Restaurant,90,"2703 23rd Avenue, Astoria",2703 23rd Ave,90
8367,KOF NYC King Of Falafel & Shawarma,King Hing,86,"30-16 Ditmars Boulevard, Queens",29-30  A Union St,86
8368,Gregory's 26 Corner Taverna,Moti's,86,"26-02 23rd Avenue, Long Island City",3rd Ave.,90
8369,Houssine Halal Food Cart,Halal Food,90,"22-14 31st Street, Astoria",31st Street,90
8370,Porto Bello,Porto Bello Pizza and Restaurant,90,"43-18 Ditmars Boulevard, Queens",147-18 Northern Blvd,86
8371,Taverna Kos,Akrotiri Seafood Taverna Restaurant,86,"41-19 23rd Avenue, Astoria",3rd Ave.,90
8372,Christos Steak House,Hunan House Chinese Restaurant,86,"4108 23rd Avenue, Queens",3rd Ave.,90
8373,Brothers Taverna,Brothers Pizza and Restaurant,86,"23-01 Steinway Street, Queens",Steinway Street,90
8374,Hong Kong & Amei House,Hong Kong,90,"23-07 Steinway Street, Queens",Steinway Street,90
8375,El-Zahraa Beer & Halal Food,Halal Food,90,"2311 Steinway Street, Astoria",Steinway Street,90
8376,Alembi Hookah Bar,Bar Sol De Quito Restaurant II,86,"23-63 Steinway Street, Astoria",Steinway Street,90
8377,East Coast Street Tacos,Queen of Tacos,86,"41-06 Astoria Boulevard South, Long Island City",Cristofordo Columbo Boulevard,86
8378,Azur lounge,Taipan Fusion Restaurant and Hookah Lounge,86,"33-29 Astoria Boulevard, Queens",29-30  A Union St,86
8379,Harpell's Ditmars Pharmacy,Moti's,86,"23-25 31st Street, Astoria",31st Street,90
8380,Dionysos Restaurant,Dionysos Restaurant,100,"23-15 31st Street, Astoria",23-15 31st St,90
8381,Balkh Shish Kabab House,Dumpling House,86,"23-10 31st Street, Astoria",31st Street,90
8382,Rivercrest,Milk River Restaurant,81,"33-15 Ditmars Boulevard, Queens",91-15 31st Ave,86
8383,Local Kitchen,Halal Chinese Kitchen,86,"3507 Ditmars Boulevard, Astoria",10015 Astoria Blvd,86
8384,Nino’s AQ,Nino's,90,"35-01 Ditmars Boulevard, Queens",171-01 Northern Blvd,86
8385,Brooklyn Bagel & Coffee Company,Brooklyn Bagel & Coffee Company,100,"35-09 Ditmars Boulevard, Long Island City",2670 Coney Island Ave,86
8386,Boon Chu 2,Chu Jiang Chinese Restaurant,86,"35-13 Ditmars Boulevard, Astoria",10015 Astoria Blvd,86
8387,Taverna Kyclades,Akrotiri Seafood Taverna Restaurant,86,"33-07 Ditmars Boulevard, Astoria",33-07,90
