,name,place_id,rating,types,user_ratings_total,price_level,vicinity,Latitude,Longitude,Borough,Neighborhood
7477,B*tch don't grill my cheese,ChIJRVN7jHb3wokR1DOBXlgoFog,,"['restaurant', 'food', 'point_of_interest', 'establishment']",,,"1528 Amsterdam Avenue, New York",40.819373,-73.95221409999998,Manhattan,Manhattanville
7478,Home Sweet Harlem,ChIJW0dkXW_2wokREkQsYUnyosM,4.2,"['restaurant', 'food', 'point_of_interest', 'establishment']",280.0,2.0,"1528 Amsterdam Avenue, New York",40.8194095,-73.95225490000001,Manhattan,Manhattanville
7479,Chez Jacob,ChIJ3QIzHG72wokR2W-LyMttEAw,4.4,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",233.0,2.0,"2479 Frederick Douglass Boulevard, New York",40.8151279,-73.9477733,Manhattan,Central Harlem North-Polo Grounds
7480,Amsterdam Sushi,ChIJY3CwCIT3wokReNnkV6ZC0rM,3.2,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",76.0,,"1518 Amsterdam Avenue, New York",40.8188669,-73.9525458,Manhattan,Manhattanville
7481,Londel's,ChIJs_TsZXr2wokRdBl8ZcKroXs,4.2,"['restaurant', 'food', 'point_of_interest', 'establishment']",297.0,2.0,"2620 Frederick Douglass Boulevard, New York",40.81936,-73.9442579,Manhattan,Central Harlem North-Polo Grounds
7482,Sushi Sushi,ChIJVVUpOG_2wokRFUtuo_v80Ts,4.0,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",141.0,2.0,"1504 Amsterdam Avenue, New York",40.81856750000001,-73.9527339,Manhattan,Manhattanville
7483,Bento Sushi,ChIJs95Vben3wokRUthACOVnp_M,,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",,,"160 Convent Avenue, New York",40.8216144,-73.9479427,Manhattan,park-cemetery-etc-Manhattan
7484,Sammy's Fried Chicken,ChIJcwi3tHH2wokR05m9ZQOHbo8,,"['restaurant', 'food', 'point_of_interest', 'establishment']",,,"250 West 135th Street, New York",40.81573059999999,-73.9453589,Manhattan,Central Harlem North-Polo Grounds
7485,Makana,ChIJT_WgiJz3wokRl5UJn83-VtQ,4.1,"['restaurant', 'food', 'point_of_interest', 'establishment']",33.0,,"1502 Amsterdam Avenue, New York",40.8184517,-73.95288190000002,Manhattan,Manhattanville
7486,Grand Great Wall,ChIJB41Bp2X2wokRaVEyP7WexZM,3.3,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",71.0,,"1588 Amsterdam Avenue, New York",40.8212584,-73.9507996,Manhattan,Hamilton Heights
